Sales Person,Geography,Product,Date,Sales,Boxes
Dennison Crosswaite,USA ,85% Dark Bars,28/4/2023,$137 ,572
Beverie Moffet,Australia,Organic Choco Syrup,28/4/2023,"$8,827 ",403
Rafaelita Blaksland,Canada,Almond Choco,28/4/2023,"$1,168 ",205
Dotty Strutley,India  ,Orange Choco,28/4/2023,"$4,016 ",142
Gigi Bohling,USA,Mint Chip Choco,28/4/2023,"$6,532 ",39
Kaine Padly,UK   ,Drinking Coco,28/4/2023,"$6,275 ",238
Dennison Crosswaite,Canada ,Eclairs,28/4/2023,$965 ,477
Jan Morforth,Canada,After Nines,28/4/2023,"$8,163 ",9
Wilone O'Kielt,New Zealand  ,Caramel Stuffed Bars,28/4/2023,"$5,013 ",416
Van Tuxwell,New Zealand,50% Dark Bites,28/4/2023,"$8,309 ",88
Gunar Cockshoot,Canada ,White Choc,1/5/2023,"$2,689 ",283
Karlen McCaffrey,Australia   ,Fruit & Nut Bars,1/5/2023,"$10,161 ",518
Kelci Walkden,India,Peanut Butter Cubes,1/5/2023,"$3,364 ",531
Oby Sorrel,Canada ,85% Dark Bars,1/5/2023,"$1,577 ",182
Van Tuxwell,Canada   ,50% Dark Bites,1/5/2023,"$10,127 ",21
Husein Augar,Australia   ,Fruit & Nut Bars,1/5/2023,"$9,929 ",866
Ches Bonnell,India  ,Drinking Coco,1/5/2023,"$6,824 ",355
Oby Sorrel,India  ,Mint Chip Choco,1/5/2023,$371 ,461
Jan Morforth,Canada ,Almond Choco,1/5/2023,"$13,070 ",959
Curtice Advani,New Zealand   ,70% Dark Bites,1/5/2023,"$8,579 ",129
Brien Boise,Australia  ,Smooth Silky Salty,1/5/2023,"$4,329 ",626
Roddy Speechley,USA,Raspberry Choco,1/5/2023,"$2,466 ",611
Jehu Rudeforth,Canada,Eclairs,1/5/2023,$32 ,472
Gunar Cockshoot,UK,Manuka Honey Choco,1/5/2023,"$1,172 ",195
Oby Sorrel,USA,Smooth Silky Salty,1/5/2023,"$10,161 ",577
Andria Kimpton,UK  ,Eclairs,1/5/2023,"$1,100 ",866
Ches Bonnell,Canada  ,85% Dark Bars,1/5/2023,"$6,125 ",797
Dotty Strutley,New Zealand  ,Organic Choco Syrup,1/5/2023,"$13,489 ",664
Curtice Advani,Canada ,Choco Coated Almonds,1/5/2023,"$3,737 ",181
Madelene Upcott,India,Choco Coated Almonds,1/5/2023,$572 ,120
Karlen McCaffrey,India   ,Milk Bars,1/5/2023,"$5,090 ",51
Van Tuxwell,New Zealand  ,Caramel Stuffed Bars,1/5/2023,"$1,611 ",930
Brien Boise,Australia ,Eclairs,1/5/2023,"$2,774 ",195
Beverie Moffet,India   ,70% Dark Bites,1/5/2023,"$2,043 ",97
Jan Morforth,India  ,Caramel Stuffed Bars,1/5/2023,"$5,411 ",365
Camilla Castle,New Zealand  ,Eclairs,2/5/2023,"$1,496 ",53
Karlen McCaffrey,Australia  ,Mint Chip Choco,2/5/2023,"$3,065 ",145
Rafaelita Blaksland,Canada ,Caramel Stuffed Bars,2/5/2023,"$6,714 ",150
Dennison Crosswaite,Australia   ,Organic Choco Syrup,2/5/2023,"$6,323 ",74
Kelci Walkden,Canada,Eclairs,2/5/2023,"$10,564 ",402
Karlen McCaffrey,New Zealand  ,Almond Choco,2/5/2023,"$3,200 ",307
Ches Bonnell,UK ,Manuka Honey Choco,2/5/2023,"$9,932 ",76
Barr Faughny,Canada,Eclairs,2/5/2023,"$1,242 ",25
Oby Sorrel,Canada   ,Eclairs,2/5/2023,$565 ,1151
Jehu Rudeforth,India   ,Drinking Coco,2/5/2023,"$4,068 ",146
Karlen McCaffrey,India   ,Orange Choco,2/5/2023,"$1,944 ",875
Brien Boise,USA,White Choc,2/5/2023,"$8,858 ",174
Van Tuxwell,USA   ,Raspberry Choco,2/5/2023,"$16,547 ",271
Jan Morforth,USA ,After Nines,2/5/2023,"$3,373 ",793
Ches Bonnell,Canada ,Organic Choco Syrup,3/5/2023,"$3,598 ",107
Rafaelita Blaksland,India ,Eclairs,3/5/2023,"$6,226 ",218
Barr Faughny,India ,Spicy Special Slims,3/5/2023,"$1,933 ",85
Van Tuxwell,UK   ,85% Dark Bars,3/5/2023,"$8,474 ",1
Dennison Crosswaite,USA ,Choco Coated Almonds,3/5/2023,"$8,586 ",186
Roddy Speechley,New Zealand ,After Nines,3/5/2023,"$7,504 ",321
Jehu Rudeforth,UK   ,70% Dark Bites,3/5/2023,$756 ,162
Karlen McCaffrey,India  ,Baker's Choco Chips,3/5/2023,"$10,391 ",346
Marney O'Breen,India,Baker's Choco Chips,3/5/2023,"$4,442 ",253
Karlen McCaffrey,New Zealand,99% Dark & Pure,3/5/2023,"$8,179 ",12
Madelene Upcott,Canada ,Manuka Honey Choco,3/5/2023,"$8,690 ",378
Curtice Advani,USA,70% Dark Bites,3/5/2023,"$7,335 ",91
Barr Faughny,New Zealand ,Almond Choco,3/5/2023,"$5,758 ",224
Gunar Cockshoot,UK   ,Drinking Coco,3/5/2023,"$5,994 ",140
Kaine Padly,UK  ,Raspberry Choco,3/5/2023,"$8,971 ",507
Barr Faughny,Canada ,Mint Chip Choco,3/5/2023,"$4,392 ",251
Ches Bonnell,UK,85% Dark Bars,3/5/2023,$232 ,150
Dennison Crosswaite,India  ,Caramel Stuffed Bars,3/5/2023,"$7,054 ",139
Rafaelita Blaksland,Canada  ,Smooth Silky Salty,3/5/2023,"$10,575 ",1072
Andria Kimpton,UK ,Mint Chip Choco,4/5/2023,"$4,127 ",470
Gunar Cockshoot,UK   ,Spicy Special Slims,4/5/2023,"$6,705 ",573
Beverie Moffet,Canada,Mint Chip Choco,4/5/2023,"$5,481 ",271
Marney O'Breen,Australia   ,Manuka Honey Choco,4/5/2023,"$12,524 ",135
Dennison Crosswaite,Australia  ,Choco Coated Almonds,4/5/2023,"$3,805 ",139
Gigi Bohling,UK ,Baker's Choco Chips,4/5/2023,$936 ,125
Brien Boise,Australia   ,Orange Choco,4/5/2023,"$4,739 ",82
Karlen McCaffrey,Canada  ,Organic Choco Syrup,4/5/2023,$761 ,245
Jan Morforth,UK,Organic Choco Syrup,4/5/2023,"$2,135 ",69
Gigi Bohling,New Zealand  ,Almond Choco,4/5/2023,"$5,315 ",602
Barr Faughny,Australia  ,Organic Choco Syrup,4/5/2023,$254 ,589
Kaine Padly,New Zealand ,Almond Choco,4/5/2023,"$7,063 ",786
Oby Sorrel,Australia ,Almond Choco,4/5/2023,"$3,407 ",202
Wilone O'Kielt,USA,85% Dark Bars,4/5/2023,"$9,394 ",645
Beverie Moffet,USA  ,Peanut Butter Cubes,4/5/2023,"$15,806 ",681
Karlen McCaffrey,Canada   ,Orange Choco,4/5/2023,"$2,495 ",908
Karlen McCaffrey,Australia ,50% Dark Bites,4/5/2023,$344 ,1078
Curtice Advani,UK,White Choc,4/5/2023,"$6,017 ",249
Brien Boise,India,Baker's Choco Chips,4/5/2023,"$6,530 ",262
Mallorie Waber,New Zealand  ,Milk Bars,4/5/2023,$851 ,678
Madelene Upcott,India ,50% Dark Bites,4/5/2023,$506 ,121
Camilla Castle,New Zealand,Caramel Stuffed Bars,4/5/2023,"$12,161 ",597
Karlen McCaffrey,USA,99% Dark & Pure,4/5/2023,"$12,544 ",144
Kaine Padly,India  ,Manuka Honey Choco,4/5/2023,"$8,818 ",378
Gigi Bohling,Australia ,Peanut Butter Cubes,4/5/2023,"$8,665 ",16
Dennison Crosswaite,New Zealand   ,85% Dark Bars,4/5/2023,$479 ,170
Oby Sorrel,New Zealand,Caramel Stuffed Bars,4/5/2023,"$12,960 ",916
Marney O'Breen,USA ,Milk Bars,4/5/2023,"$1,566 ",272
Brien Boise,UK  ,50% Dark Bites,4/5/2023,"$7,709 ",0
Oby Sorrel,India,Spicy Special Slims,5/5/2023,"$4,214 ",269
Kaine Padly,Canada,70% Dark Bites,5/5/2023,"$1,492 ",393
Roddy Speechley,Canada   ,Milk Bars,5/5/2023,"$5,717 ",103
Gigi Bohling,Canada  ,Fruit & Nut Bars,5/5/2023,"$7,535 ",175
Gunar Cockshoot,India ,Organic Choco Syrup,5/5/2023,"$13,165 ",845
Curtice Advani,Canada  ,Manuka Honey Choco,5/5/2023,"$18,002 ",315
Gunar Cockshoot,Australia,Choco Coated Almonds,5/5/2023,"$1,638 ",115
Brien Boise,UK  ,Mint Chip Choco,5/5/2023,"$1,712 ",89
Van Tuxwell,Australia ,50% Dark Bites,5/5/2023,"$8,123 ",657
Dotty Strutley,USA  ,Orange Choco,5/5/2023,"$1,580 ",476
Madelene Upcott,New Zealand   ,99% Dark & Pure,5/5/2023,"$7,637 ",1002
Kelci Walkden,Canada,Spicy Special Slims,5/5/2023,"$12,416 ",107
Kelci Walkden,Canada,50% Dark Bites,5/5/2023,"$4,437 ",298
Van Tuxwell,India ,Peanut Butter Cubes,5/5/2023,"$10,730 ",545
Gunar Cockshoot,Canada   ,Almond Choco,5/5/2023,"$13,077 ",397
Kelci Walkden,Canada   ,99% Dark & Pure,5/5/2023,"$4,352 ",307
Ches Bonnell,India  ,Smooth Silky Salty,5/5/2023,"$1,330 ",109
Camilla Castle,Canada  ,Almond Choco,5/5/2023,"$11,525 ",276
Husein Augar,USA,Organic Choco Syrup,5/5/2023,"$7,587 ",12
Kelci Walkden,India,50% Dark Bites,5/5/2023,"$4,649 ",264
Van Tuxwell,New Zealand ,Eclairs,5/5/2023,"$3,029 ",430
Dotty Strutley,Australia   ,50% Dark Bites,5/5/2023,"$2,351 ",11
Dennison Crosswaite,India,Choco Coated Almonds,5/5/2023,"$2,898 ",89
Kaine Padly,New Zealand   ,Milk Bars,5/5/2023,"$4,874 ",127
Dotty Strutley,India  ,After Nines,5/5/2023,"$9,491 ",315
Jan Morforth,USA ,Manuka Honey Choco,5/5/2023,"$7,981 ",255
Curtice Advani,New Zealand,White Choc,5/5/2023,"$1,352 ",49
Jan Morforth,Australia,Peanut Butter Cubes,5/5/2023,"$9,261 ",93
Beverie Moffet,Canada  ,Spicy Special Slims,5/5/2023,"$3,911 ",457
Marney O'Breen,UK   ,Milk Bars,5/5/2023,"$3,200 ",95
Rafaelita Blaksland,India   ,Caramel Stuffed Bars,8/5/2023,"$8,471 ",479
Mallorie Waber,Australia   ,Mint Chip Choco,8/5/2023,$720 ,61
Wilone O'Kielt,India  ,White Choc,8/5/2023,"$8,948 ",107
Curtice Advani,Canada ,Raspberry Choco,8/5/2023,"$2,707 ",1079
Dennison Crosswaite,India   ,50% Dark Bites,8/5/2023,"$5,787 ",1174
Mallorie Waber,New Zealand,70% Dark Bites,8/5/2023,"$4,469 ",286
Ches Bonnell,India   ,50% Dark Bites,8/5/2023,"$3,177 ",1660
Barr Faughny,New Zealand,Baker's Choco Chips,8/5/2023,"$4,939 ",147
Madelene Upcott,UK,Eclairs,8/5/2023,"$2,900 ",243
Jan Morforth,Australia   ,White Choc,8/5/2023,"$4,399 ",689
Curtice Advani,Canada ,Drinking Coco,8/5/2023,"$5,002 ",664
Roddy Speechley,Canada   ,Mint Chip Choco,8/5/2023,"$2,232 ",200
Husein Augar,New Zealand  ,70% Dark Bites,8/5/2023,"$15,116 ",753
Brien Boise,USA,99% Dark & Pure,8/5/2023,"$8,577 ",228
Gunar Cockshoot,New Zealand   ,Almond Choco,8/5/2023,$331 ,57
Kaine Padly,USA   ,Raspberry Choco,8/5/2023,"$13,892 ",538
Kelci Walkden,Australia,After Nines,8/5/2023,$353 ,696
Husein Augar,Canada   ,Spicy Special Slims,8/5/2023,"$5,099 ",244
Ches Bonnell,Canada,Choco Coated Almonds,9/5/2023,"$7,774 ",196
Roddy Speechley,Canada  ,Raspberry Choco,9/5/2023,"$9,146 ",63
Dennison Crosswaite,UK  ,Caramel Stuffed Bars,9/5/2023,"$9,297 ",349
Marney O'Breen,India ,Mint Chip Choco,9/5/2023,$981 ,527
Ches Bonnell,India  ,Almond Choco,9/5/2023,"$4,199 ",46
Wilone O'Kielt,New Zealand  ,50% Dark Bites,9/5/2023,"$3,094 ",2115
Dotty Strutley,Australia,Eclairs,9/5/2023,$986 ,136
Van Tuxwell,India ,Drinking Coco,9/5/2023,"$5,515 ",96
Gunar Cockshoot,Canada,Fruit & Nut Bars,9/5/2023,"$11,536 ",197
Gigi Bohling,Australia   ,Orange Choco,9/5/2023,"$14,090 ",199
Madelene Upcott,USA,Baker's Choco Chips,9/5/2023,"$8,825 ",1371
Oby Sorrel,UK  ,Raspberry Choco,9/5/2023,$943 ,83
Madelene Upcott,Australia  ,Milk Bars,9/5/2023,"$4,478 ",280
Camilla Castle,Australia   ,Almond Choco,9/5/2023,"$10,393 ",317
Rafaelita Blaksland,USA   ,Organic Choco Syrup,9/5/2023,$448 ,385
Jehu Rudeforth,UK  ,After Nines,9/5/2023,"$4,100 ",478
Wilone O'Kielt,Australia   ,Smooth Silky Salty,9/5/2023,"$4,228 ",35
Oby Sorrel,UK  ,White Choc,9/5/2023,"$5,810 ",415
Mallorie Waber,India ,70% Dark Bites,9/5/2023,"$7,560 ",467
Kaine Padly,USA ,Spicy Special Slims,9/5/2023,"$6,030 ",29
Curtice Advani,USA   ,Almond Choco,9/5/2023,$430 ,830
Beverie Moffet,Canada   ,Choco Coated Almonds,9/5/2023,"$3,944 ",454
Madelene Upcott,UK,Mint Chip Choco,9/5/2023,"$1,424 ",30
Mallorie Waber,Canada  ,Milk Bars,9/5/2023,"$3,476 ",112
Kaine Padly,Australia   ,Spicy Special Slims,9/5/2023,"$1,595 ",216
Brien Boise,New Zealand   ,Almond Choco,10/5/2023,"$11,732 ",181
Madelene Upcott,New Zealand ,Choco Coated Almonds,10/5/2023,"$4,115 ",235
Kelci Walkden,USA  ,Baker's Choco Chips,10/5/2023,"$8,363 ",114
Oby Sorrel,New Zealand   ,Raspberry Choco,10/5/2023,"$13,361 ",639
Husein Augar,Australia ,Almond Choco,10/5/2023,"$9,621 ",470
Marney O'Breen,India   ,Drinking Coco,10/5/2023,"$5,519 ",361
Gigi Bohling,UK ,Milk Bars,10/5/2023,"$6,012 ",248
Madelene Upcott,India,Drinking Coco,10/5/2023,"$7,493 ",20
Curtice Advani,India   ,Mint Chip Choco,10/5/2023,"$1,978 ",2
Wilone O'Kielt,Australia   ,85% Dark Bars,10/5/2023,"$2,975 ",500
Dotty Strutley,Australia,Manuka Honey Choco,10/5/2023,"$15,500 ",40
Roddy Speechley,USA,Choco Coated Almonds,10/5/2023,"$2,725 ",306
Madelene Upcott,UK  ,White Choc,10/5/2023,$212 ,598
Gigi Bohling,UK  ,99% Dark & Pure,10/5/2023,"$13,262 ",406
Marney O'Breen,New Zealand  ,Smooth Silky Salty,10/5/2023,"$4,106 ",284
Madelene Upcott,USA ,Drinking Coco,10/5/2023,"$6,559 ",70
Gigi Bohling,UK  ,Manuka Honey Choco,11/5/2023,$227 ,191
Ches Bonnell,New Zealand   ,Baker's Choco Chips,11/5/2023,"$3,015 ",73
Marney O'Breen,UK   ,99% Dark & Pure,11/5/2023,"$13,293 ",548
Kaine Padly,India   ,Manuka Honey Choco,11/5/2023,"$4,082 ",37
Beverie Moffet,New Zealand ,Fruit & Nut Bars,11/5/2023,"$2,572 ",479
Roddy Speechley,Canada   ,Smooth Silky Salty,11/5/2023,$182 ,378
Kelci Walkden,USA,Fruit & Nut Bars,11/5/2023,"$5,983 ",22
Barr Faughny,UK  ,Milk Bars,11/5/2023,"$5,274 ",289
Jan Morforth,Australia  ,Raspberry Choco,11/5/2023,"$3,148 ",409
Wilone O'Kielt,India   ,Peanut Butter Cubes,11/5/2023,"$6,989 ",1117
Madelene Upcott,India,Smooth Silky Salty,11/5/2023,"$4,372 ",334
Karlen McCaffrey,Canada ,Milk Bars,11/5/2023,"$1,490 ",394
Brien Boise,New Zealand  ,Organic Choco Syrup,11/5/2023,$752 ,133
Andria Kimpton,UK   ,White Choc,11/5/2023,"$5,985 ",815
Camilla Castle,USA   ,Organic Choco Syrup,11/5/2023,"$16,533 ",385
Rafaelita Blaksland,USA,99% Dark & Pure,11/5/2023,"$7,648 ",37
Ches Bonnell,India,Spicy Special Slims,11/5/2023,"$3,350 ",105
Barr Faughny,Australia ,99% Dark & Pure,11/5/2023,"$3,683 ",372
Ches Bonnell,Canada   ,Milk Bars,11/5/2023,"$6,311 ",58
Camilla Castle,Canada,Almond Choco,11/5/2023,"$7,594 ",953
Beverie Moffet,Australia,70% Dark Bites,11/5/2023,"$9,176 ",364
Curtice Advani,India   ,Spicy Special Slims,11/5/2023,"$3,170 ",163
Mallorie Waber,USA,White Choc,11/5/2023,$398 ,246
Marney O'Breen,UK,Raspberry Choco,12/5/2023,"$6,937 ",1537
Wilone O'Kielt,UK ,White Choc,12/5/2023,"$2,896 ",829
Dennison Crosswaite,USA   ,After Nines,12/5/2023,"$4,554 ",91
Marney O'Breen,Canada ,Raspberry Choco,12/5/2023,$353 ,80
Madelene Upcott,New Zealand  ,Spicy Special Slims,12/5/2023,"$4,001 ",180
Wilone O'Kielt,Australia ,Baker's Choco Chips,12/5/2023,$797 ,264
Curtice Advani,New Zealand   ,White Choc,12/5/2023,"$6,269 ",338
Brien Boise,UK ,Eclairs,12/5/2023,"$4,142 ",976
Gigi Bohling,Australia ,Milk Bars,12/5/2023,"$6,874 ",230
Kelci Walkden,UK  ,Drinking Coco,12/5/2023,"$4,410 ",1070
Beverie Moffet,Canada,Baker's Choco Chips,12/5/2023,"$15,658 ",1860
Ches Bonnell,Australia   ,Organic Choco Syrup,12/5/2023,"$4,347 ",93
Oby Sorrel,Canada   ,After Nines,12/5/2023,$502 ,37
Beverie Moffet,Canada,Smooth Silky Salty,12/5/2023,"$3,123 ",77
Curtice Advani,USA  ,Orange Choco,15/5/2023,$128 ,125
Wilone O'Kielt,Australia ,Mint Chip Choco,15/5/2023,$878 ,229
Karlen McCaffrey,New Zealand ,Fruit & Nut Bars,15/5/2023,"$5,666 ",104
Brien Boise,Canada  ,70% Dark Bites,15/5/2023,"$1,553 ",181
Curtice Advani,UK   ,Smooth Silky Salty,15/5/2023,"$12,904 ",443
Andria Kimpton,New Zealand   ,50% Dark Bites,15/5/2023,"$4,988 ",153
Marney O'Breen,USA   ,85% Dark Bars,15/5/2023,"$7,504 ",299
Gigi Bohling,India,Baker's Choco Chips,15/5/2023,"$7,459 ",228
Kelci Walkden,New Zealand   ,Spicy Special Slims,15/5/2023,"$8,442 ",40
Madelene Upcott,New Zealand ,50% Dark Bites,15/5/2023,"$2,480 ",481
Roddy Speechley,India  ,Organic Choco Syrup,15/5/2023,"$4,734 ",1556
Roddy Speechley,India ,Eclairs,15/5/2023,"$3,598 ",749
Gigi Bohling,India   ,Mint Chip Choco,15/5/2023,"$3,416 ",648
Jehu Rudeforth,Canada   ,Baker's Choco Chips,15/5/2023,"$2,574 ",289
Andria Kimpton,USA ,70% Dark Bites,15/5/2023,$394 ,825
Curtice Advani,India,White Choc,15/5/2023,"$8,791 ",428
Curtice Advani,UK  ,Almond Choco,15/5/2023,"$4,435 ",325
Jehu Rudeforth,New Zealand   ,85% Dark Bars,15/5/2023,"$5,227 ",37
Karlen McCaffrey,New Zealand  ,Mint Chip Choco,15/5/2023,$995 ,150
Oby Sorrel,New Zealand,Manuka Honey Choco,16/5/2023,"$1,136 ",94
Jehu Rudeforth,UK ,Organic Choco Syrup,16/5/2023,$412 ,179
Curtice Advani,India   ,Organic Choco Syrup,16/5/2023,"$24,651 ",42
Jehu Rudeforth,New Zealand ,Mint Chip Choco,16/5/2023,"$2,194 ",217
Karlen McCaffrey,New Zealand   ,Eclairs,16/5/2023,"$9,963 ",71
Jan Morforth,UK ,Mint Chip Choco,16/5/2023,"$2,066 ",66
Marney O'Breen,USA  ,Almond Choco,16/5/2023,"$3,026 ",661
Camilla Castle,India   ,Choco Coated Almonds,16/5/2023,"$1,022 ",167
Kelci Walkden,Canada ,Organic Choco Syrup,16/5/2023,"$4,966 ",164
Mallorie Waber,New Zealand  ,50% Dark Bites,16/5/2023,"$1,622 ",293
Wilone O'Kielt,UK,Choco Coated Almonds,16/5/2023,"$2,084 ",74
Gunar Cockshoot,UK ,Caramel Stuffed Bars,16/5/2023,"$5,931 ",335
Beverie Moffet,UK   ,Smooth Silky Salty,16/5/2023,"$3,782 ",14
Camilla Castle,India  ,Almond Choco,16/5/2023,"$8,287 ",296
Kaine Padly,USA  ,70% Dark Bites,16/5/2023,$686 ,142
Curtice Advani,UK ,Spicy Special Slims,16/5/2023,$54 ,279
Roddy Speechley,New Zealand,Raspberry Choco,16/5/2023,"$15,746 ",733
Camilla Castle,UK  ,Baker's Choco Chips,16/5/2023,"$5,499 ",328
Beverie Moffet,USA   ,Drinking Coco,16/5/2023,"$6,170 ",1028
Roddy Speechley,Canada  ,White Choc,16/5/2023,"$3,555 ",73
Karlen McCaffrey,UK  ,Caramel Stuffed Bars,16/5/2023,"$3,978 ",597
Brien Boise,USA ,Orange Choco,16/5/2023,"$11,516 ",719
Rafaelita Blaksland,Australia,Fruit & Nut Bars,16/5/2023,"$6,410 ",525
Rafaelita Blaksland,Australia ,Orange Choco,16/5/2023,"$5,272 ",125
Jan Morforth,UK,Manuka Honey Choco,16/5/2023,"$18,790 ",105
Ches Bonnell,New Zealand ,Manuka Honey Choco,17/5/2023,$158 ,419
Dennison Crosswaite,UK,70% Dark Bites,17/5/2023,"$1,211 ",838
Karlen McCaffrey,India,Spicy Special Slims,17/5/2023,"$1,166 ",33
Dotty Strutley,Australia ,50% Dark Bites,17/5/2023,"$7,976 ",665
Jehu Rudeforth,Australia   ,85% Dark Bars,17/5/2023,"$12,326 ",694
Andria Kimpton,USA  ,85% Dark Bars,17/5/2023,"$9,549 ",413
Husein Augar,New Zealand ,Orange Choco,17/5/2023,"$4,514 ",248
Wilone O'Kielt,Canada ,Spicy Special Slims,17/5/2023,$558 ,96
Jan Morforth,New Zealand ,Organic Choco Syrup,17/5/2023,"$1,987 ",542
Andria Kimpton,India,Fruit & Nut Bars,17/5/2023,"$5,688 ",111
Kelci Walkden,Canada   ,White Choc,17/5/2023,"$3,224 ",355
Mallorie Waber,India,Manuka Honey Choco,17/5/2023,"$9,767 ",586
Karlen McCaffrey,USA ,Manuka Honey Choco,17/5/2023,"$9,169 ",239
Camilla Castle,USA  ,Eclairs,17/5/2023,"$3,017 ",61
Roddy Speechley,USA ,Almond Choco,17/5/2023,"$6,842 ",1444
Marney O'Breen,Australia   ,70% Dark Bites,17/5/2023,"$5,135 ",287
Ches Bonnell,Australia  ,Fruit & Nut Bars,17/5/2023,"$15,086 ",406
Wilone O'Kielt,India ,Orange Choco,17/5/2023,"$5,222 ",461
Jan Morforth,Canada   ,70% Dark Bites,17/5/2023,"$3,708 ",188
Kelci Walkden,Australia   ,70% Dark Bites,17/5/2023,"$5,785 ",2081
Karlen McCaffrey,UK,50% Dark Bites,18/5/2023,$893 ,160
Dennison Crosswaite,Canada,Caramel Stuffed Bars,18/5/2023,"$3,816 ",19
Rafaelita Blaksland,India,Drinking Coco,18/5/2023,"$5,553 ",330
Marney O'Breen,New Zealand,99% Dark & Pure,18/5/2023,"$14,510 ",350
Camilla Castle,Australia   ,Manuka Honey Choco,18/5/2023,"$7,488 ",13
Gunar Cockshoot,Australia ,Drinking Coco,18/5/2023,"$4,376 ",122
Dennison Crosswaite,Australia,Orange Choco,18/5/2023,"$1,271 ",61
Madelene Upcott,India   ,Caramel Stuffed Bars,18/5/2023,"$1,244 ",616
Jan Morforth,USA ,Fruit & Nut Bars,18/5/2023,"$9,619 ",280
Wilone O'Kielt,India   ,Raspberry Choco,18/5/2023,"$8,894 ",1170
Husein Augar,Australia ,White Choc,18/5/2023,"$2,671 ",310
Van Tuxwell,New Zealand,Drinking Coco,18/5/2023,"$6,271 ",459
Gunar Cockshoot,Australia ,Baker's Choco Chips,18/5/2023,"$5,904 ",41
Gigi Bohling,USA ,Orange Choco,18/5/2023,"$4,824 ",415
Gunar Cockshoot,Canada,Drinking Coco,19/5/2023,"$5,132 ",215
Andria Kimpton,USA   ,Smooth Silky Salty,19/5/2023,"$5,675 ",160
Rafaelita Blaksland,Australia  ,Milk Bars,19/5/2023,"$6,498 ",257
Barr Faughny,Canada   ,Raspberry Choco,19/5/2023,$110 ,276
Kelci Walkden,Australia  ,Choco Coated Almonds,19/5/2023,"$5,438 ",39
Dennison Crosswaite,USA  ,Spicy Special Slims,19/5/2023,"$1,328 ",71
Ches Bonnell,New Zealand,50% Dark Bites,19/5/2023,"$3,256 ",1244
Brien Boise,New Zealand   ,Fruit & Nut Bars,19/5/2023,"$9,826 ",106
Kelci Walkden,New Zealand  ,Drinking Coco,19/5/2023,"$5,382 ",286
Roddy Speechley,UK ,Drinking Coco,19/5/2023,"$4,541 ",592
Madelene Upcott,India ,Manuka Honey Choco,19/5/2023,"$13,381 ",347
Rafaelita Blaksland,Australia  ,Drinking Coco,19/5/2023,"$4,907 ",746
Curtice Advani,USA  ,Orange Choco,19/5/2023,"$12,656 ",250
Camilla Castle,New Zealand  ,85% Dark Bars,19/5/2023,"$6,426 ",289
Wilone O'Kielt,India  ,85% Dark Bars,19/5/2023,$583 ,670
Marney O'Breen,New Zealand  ,After Nines,19/5/2023,"$13,651 ",63
Dennison Crosswaite,USA ,50% Dark Bites,19/5/2023,$176 ,89
Marney O'Breen,USA   ,Choco Coated Almonds,19/5/2023,"$1,559 ",52
Kaine Padly,New Zealand   ,70% Dark Bites,19/5/2023,"$10,325 ",378
Kelci Walkden,India  ,Peanut Butter Cubes,19/5/2023,"$2,387 ",216
Dotty Strutley,Australia ,Manuka Honey Choco,19/5/2023,"$14,841 ",105
Gigi Bohling,Canada ,Raspberry Choco,22/5/2023,"$8,656 ",182
Roddy Speechley,USA ,Almond Choco,22/5/2023,"$16,052 ",96
Dennison Crosswaite,India ,White Choc,22/5/2023,"$9,524 ",475
Dennison Crosswaite,India   ,Drinking Coco,22/5/2023,"$1,548 ",386
Mallorie Waber,New Zealand  ,Drinking Coco,22/5/2023,"$6,080 ",28
Curtice Advani,UK ,Fruit & Nut Bars,22/5/2023,$522 ,444
Kaine Padly,New Zealand ,50% Dark Bites,22/5/2023,$284 ,298
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,22/5/2023,"$8,721 ",350
Kelci Walkden,Canada  ,Smooth Silky Salty,22/5/2023,"$5,623 ",257
Rafaelita Blaksland,New Zealand   ,Orange Choco,22/5/2023,"$8,892 ",171
Van Tuxwell,UK   ,Eclairs,22/5/2023,"$6,093 ",49
Curtice Advani,Australia  ,Eclairs,22/5/2023,"$4,833 ",569
Van Tuxwell,India   ,Milk Bars,22/5/2023,"$2,743 ",82
Andria Kimpton,Australia,Fruit & Nut Bars,22/5/2023,"$1,136 ",458
Marney O'Breen,Australia  ,85% Dark Bars,22/5/2023,"$4,966 ",382
Oby Sorrel,Canada ,Orange Choco,22/5/2023,"$3,013 ",80
Kaine Padly,Australia   ,Smooth Silky Salty,22/5/2023,"$1,449 ",304
Oby Sorrel,Australia,Smooth Silky Salty,23/5/2023,"$1,728 ",277
Kaine Padly,USA   ,99% Dark & Pure,23/5/2023,"$10,240 ",107
Rafaelita Blaksland,USA,Milk Bars,23/5/2023,"$3,463 ",238
Van Tuxwell,USA,Baker's Choco Chips,23/5/2023,"$9,725 ",221
Dotty Strutley,Australia   ,Spicy Special Slims,23/5/2023,"$3,476 ",506
Wilone O'Kielt,Australia   ,Choco Coated Almonds,23/5/2023,"$4,892 ",567
Camilla Castle,India ,Smooth Silky Salty,23/5/2023,"$7,945 ",696
Van Tuxwell,Canada  ,Choco Coated Almonds,23/5/2023,"$4,174 ",801
Jan Morforth,Australia   ,70% Dark Bites,23/5/2023,"$4,248 ",13
Camilla Castle,USA   ,Raspberry Choco,23/5/2023,$965 ,563
